"STATISTIC","Statistic Label","TLIST(A1)","Year","C02451V02968","County","UNIT","VALUE"
"ROA27C06","All Killed and Injured Casualities","2020","2020","15","Kerry","Number","197"
"ROA27C06","All Killed and Injured Casualities","2020","2020","16","Limerick","Number","256"
"ROA27C06","All Killed and Injured Casualities","2020","2020","17","Tipperary","Number","199"
"ROA27C06","All Killed and Injured Casualities","2020","2020","18","Waterford","Number","139"
"ROA27C06","All Killed and Injured Casualities","2020","2020","19","Galway","Number","317"
"ROA27C06","All Killed and Injured Casualities","2020","2020","20","Leitrim","Number","47"
"ROA27C06","All Killed and Injured Casualities","2020","2020","21","Mayo","Number","148"
"ROA27C06","All Killed and Injured Casualities","2020","2020","22","Roscommon","Number","87"
"ROA27C06","All Killed and Injured Casualities","2020","2020","23","Sligo","Number","86"
"ROA27C06","All Killed and Injured Casualities","2020","2020","24","Cavan","Number","107"
"ROA27C06","All Killed and Injured Casualities","2020","2020","25","Donegal","Number","221"
"ROA27C06","All Killed and Injured Casualities","2020","2020","26","Monaghan","Number","77"
"ROA27C06","All Killed and Injured Casualities","2021","2021","-","All Counties","Number","6332"
"ROA27C06","All Killed and Injured Casualities","2021","2021","01","Carlow","Number","77"
"ROA27C06","All Killed and Injured Casualities","2021","2021","02","Dublin","Number","1809"
"ROA27C06","All Killed and Injured Casualities","2021","2021","03","Kildare","Number","266"
"ROA27C06","All Killed and Injured Casualities","2021","2021","04","Kilkenny","Number","124"
"ROA27C06","All Killed and Injured Casualities","2021","2021","05","Laois","Number","94"
"ROA27C06","All Killed and Injured Casualities","2021","2021","06","Longford","Number","78"
"ROA27C06","All Killed and Injured Casualities","2021","2021","07","Louth","Number","225"
"ROA27C06","All Killed and Injured Casualities","2021","2021","08","Meath","Number","266"
"ROA27C06","All Killed and Injured Casualities","2021","2021","09","Offaly","Number","127"
"ROA27C06","All Killed and Injured Casualities","2021","2021","10","Westmeath","Number","117"
"ROA27C06","All Killed and Injured Casualities","2021","2021","11","Wexford","Number","184"
"ROA27C06","All Killed and Injured Casualities","2021","2021","12","Wicklow","Number","190"
"ROA27C06","All Killed and Injured Casualities","2021","2021","13","Clare","Number","125"
"ROA27C06","All Killed and Injured Casualities","2021","2021","14","Cork","Number","591"
"ROA27C06","All Killed and Injured Casualities","2021","2021","15","Kerry","Number","230"
"ROA27C06","All Killed and Injured Casualities","2021","2021","16","Limerick","Number","276"
"ROA27C06","All Killed and Injured Casualities","2021","2021","17","Tipperary","Number","199"
"ROA27C06","All Killed and Injured Casualities","2021","2021","18","Waterford","Number","171"
"ROA27C06","All Killed and Injured Casualities","2021","2021","19","Galway","Number","343"
"ROA27C06","All Killed and Injured Casualities","2021","2021","20","Leitrim","Number","26"
"ROA27C06","All Killed and Injured Casualities","2021","2021","21","Mayo","Number","180"
"ROA27C06","All Killed and Injured Casualities","2021","2021","22","Roscommon","Number","79"
"ROA27C06","All Killed and Injured Casualities","2021","2021","23","Sligo","Number","79"
"ROA27C06","All Killed and Injured Casualities","2021","2021","24","Cavan","Number","135"
"ROA27C06","All Killed and Injured Casualities","2021","2021","25","Donegal","Number","229"
"ROA27C06","All Killed and Injured Casualities","2021","2021","26","Monaghan","Number","112"
"ROA27C06","All Killed and Injured Casualities","2022","2022","-","All Counties","Number","7511"
"ROA27C06","All Killed and Injured Casualities","2022","2022","01","Carlow","Number","113"
"ROA27C06","All Killed and Injured Casualities","2022","2022","02","Dublin","Number","1984"
"ROA27C06","All Killed and Injured Casualities","2022","2022","03","Kildare","Number","330"
"ROA27C06","All Killed and Injured Casualities","2022","2022","04","Kilkenny","Number","166"
"ROA27C06","All Killed and Injured Casualities","2022","2022","05","Laois","Number","133"
"ROA27C06","All Killed and Injured Casualities","2022","2022","06","Longford","Number","94"
"ROA27C06","All Killed and Injured Casualities","2022","2022","07","Louth","Number","279"
"ROA27C06","All Killed and Injured Casualities","2022","2022","08","Meath","Number","327"
"ROA27C06","All Killed and Injured Casualities","2022","2022","09","Offaly","Number","130"
"ROA27C06","All Killed and Injured Casualities","2022","2022","10","Westmeath","Number","112"
"ROA27C06","All Killed and Injured Casualities","2022","2022","11","Wexford","Number","244"
"ROA27C06","All Killed and Injured Casualities","2022","2022","12","Wicklow","Number","145"
"ROA27C06","All Killed and Injured Casualities","2022","2022","13","Clare","Number","167"
"ROA27C06","All Killed and Injured Casualities","2022","2022","14","Cork","Number","785"
"ROA27C06","All Killed and Injured Casualities","2022","2022","15","Kerry","Number","274"
"ROA27C06","All Killed and Injured Casualities","2022","2022","16","Limerick","Number","389"
"ROA27C06","All Killed and Injured Casualities","2022","2022","17","Tipperary","Number","233"
"ROA27C06","All Killed and Injured Casualities","2022","2022","18","Waterford","Number","189"
"ROA27C06","All Killed and Injured Casualities","2022","2022","19","Galway","Number","380"
"ROA27C06","All Killed and Injured Casualities","2022","2022","20","Leitrim","Number","45"
"ROA27C06","All Killed and Injured Casualities","2022","2022","21","Mayo","Number","217"
"ROA27C06","All Killed and Injured Casualities","2022","2022","22","Roscommon","Number","91"
"ROA27C06","All Killed and Injured Casualities","2022","2022","23","Sligo","Number","123"
"ROA27C06","All Killed and Injured Casualities","2022","2022","24","Cavan","Number","138"
"ROA27C06","All Killed and Injured Casualities","2022","2022","25","Donegal","Number","301"
"ROA27C06","All Killed and Injured Casualities","2022","2022","26","Monaghan","Number","122"
